Family,Assessment,Housing,Health and Wellness,Food/Nutrition,Transportation,Employment,Financial Literacy,Family Safety,Heating,Family Relationships,Child Development/Parenting Skills,Family Literacy,School Readiness,Education/Training,Family Engagement,Child's Educational Transitions,Life Transitions,Family Relationships,Community Involvement,Leadership and Advocacy,TOTAL,Classroom,Year
2284's Family,2,4,4,3,4,4,4,5,4,5,5,4,4,4,4,4,4,4,4,3,77,ACAP Early Education Services - Caribou Early Education Services - EHS 2,2020-2021
1877's Family,1,4,5,3,5,3,4,5,3,4,4,3,4,3,4,4,4,4,3,3,72,ACAP Early Education Services - Caribou Early Education Services - EHS 2,2020-2021
1877's Family,2,4,3,3,5,4,4,5,3,4,4,5,4,3,3,4,4,3,4,3,72,ACAP Early Education Services - Caribou Early Education Services - EHS 2,2020-2021
2291's Family,1,3,3,3,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,3,69,ACAP Early Education Services - Caribou Early Education Services - EHS 2,2020-2021
2291's Family,2,4,4,3,4,4,4,5,3,4,3,5,3,4,3,4,4,4,4,3,72,ACAP Early Education Services - Caribou Early Education Services - EHS 2,2020-2021
2064's Family,1,3,4,3,4,3,3,4,3,4,3,4,4,3,4,3,4,4,3,2,65,ACAP Early Education Services - Caribou Early Education Services - Foundational Classroom,2020-2021
2064's Family,2,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,71,ACAP Early Education Services - Caribou Early Education Services - Foundational Classroom,2020-2021
1740's Family,1,4,4,3,4,4,4,3,3,3,4,4,4,4,3,4,3,4,3,3,68,ACAP Early Education Services - Caribou Early Education Services - Full-Day Collab HS (Dur),2020-2021
1740's Family,2,4,4,3,4,4,4,3,3,3,4,4,4,4,4,4,4,3,3,3,69,ACAP Early Education Services - Caribou Early Education Services - Full-Day Collab HS (Dur),2020-2021
2327's Family,1,4,4,3,3,3,3,4,3,4,4,4,4,3,4,4,4,4,4,3,69,ACAP Early Education Services - Caribou Early Education Services - Full-Day Collab HS (Dur),2020-2021
2327's Family,2,4,4,3,4,4,4,4,3,5,4,5,4,4,4,4,4,4,4,3,75,ACAP Early Education Services - Caribou Early Education Services - Full-Day Collab HS (Dur),2020-2021
1869's Family,1,3,4,3,4,3,3,5,3,4,3,5,3,3,4,3,4,4,2,3,66,ACAP Early Education Services - Caribou Early Education Services - Full-Day HS (Duration),2020-2021
1869's Family,2,3,4,3,4,3,4,5,3,4,4,5,4,3,3,4,4,4,4,3,71,ACAP Early Education Services - Caribou Early Education Services - Full-Day HS (Duration),2020-2021
2136's Family,1,3,4,3,4,3,4,3,3,4,4,4,4,3,3,4,4,4,3,2,66,ACAP Early Education Services - Caribou Early Education Services - Full-Day HS (Duration),2020-2021
2136's Family,2,4,4,3,3,3,3,4,3,4,4,4,3,3,3,3,4,4,3,3,65,ACAP Early Education Services - Caribou Early Education Services - Full-Day HS (Duration),2020-2021
2129's Family,1,3,4,3,3,3,3,4,2,4,4,4,4,4,4,4,4,3,3,2,65,ACAP Early Education Services - Caribou Early Education Services - Full-Day HS (Duration),2020-2021
2129's Family,2,3,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,3,70,ACAP Early Education Services - Caribou Early Education Services - Full-Day HS (Duration),2020-2021
1233's Family,1,3,3,3,4,2,3,4,3,4,5,4,5,2,3,5,3,4,4,3,67,ACAP Early Education Services - Caribou Early Education Services - Full-Day HS (Duration),2020-2021
1233's Family,2,3,3,3,4,2,3,4,3,4,5,4,5,2,3,5,3,4,4,3,67,ACAP Early Education Services - Caribou Early Education Services - Full-Day HS (Duration),2020-2021
2284's Family,1,4,4,3,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4,3,74,ACAP Early Education Services - Caribou Early Education Services - Full-Day HS (Duration),2020-2021
2284's Family,2,4,4,3,4,4,4,5,4,5,5,4,4,4,4,4,4,4,4,3,77,ACAP Early Education Services - Caribou Early Education Services - Full-Day HS (Duration),2020-2021
1132's Family,1,5,5,5,3,5,4,4,3,5,5,5,5,5,5,5,5,3,4,4,85,ACAP Early Education Services - Caribou Early Education Services - Full-Day HS (Duration),2020-2021
1132's Family,2,5,5,5,3,5,4,4,3,5,5,5,5,5,4,5,5,5,4,4,86,ACAP Early Education Services - Caribou Early Education Services - Full-Day HS (Duration),2020-2021
2228's Family,1,4,4,3,4,4,3,4,3,4,4,4,4,4,3,4,4,4,3,3,70,ACAP Early Education Services - Caribou Early Education Services - Full-Day HS (Duration),2020-2021
2228's Family,2,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,3,3,3,70,ACAP Early Education Services - Caribou Early Education Services - Full-Day HS (Duration),2020-2021
2202's Family,1,5,4,5,5,1,3,5,3,5,5,5,4,3,4,5,5,5,5,4,81,ACAP Early Education Services - Dyer Brook Early Education Servi - Full-Day HS/Partnership,2020-2021
2202's Family,2,5,4,4,5,2,4,5,3,5,5,5,5,3,3,5,5,5,4,4,81,ACAP Early Education Services - Dyer Brook Early Education Servi - Full-Day HS/Partnership,2020-2021
2341's Family,1,5,2,3,5,1,4,5,3,4,5,5,2,4,3,5,4,5,4,3,72,ACAP Early Education Services - Dyer Brook Early Education Servi - Full-Day HS/Partnership,2020-2021
2341's Family,2,5,2,3,5,2,3,5,3,5,5,5,2,4,5,5,5,5,4,5,78,ACAP Early Education Services - Dyer Brook Early Education Servi - Full-Day HS/Partnership,2020-2021
2148's Family,1,5,5,4,1,1,3,5,3,5,5,5,3,2,3,5,5,5,4,5,74,ACAP Early Education Services - Dyer Brook Early Education Servi - Full-Day HS/Partnership,2020-2021
2148's Family,2,5,5,5,2,1,4,5,2,4,5,3,5,4,4,5,4,5,4,4,76,ACAP Early Education Services - Dyer Brook Early Education Servi - Full-Day HS/Partnership,2020-2021
1789's Family,1,5,4,3,5,4,4,5,5,4,5,4,4,5,3,5,4,5,4,5,83,ACAP Early Education Services - Dyer Brook Early Education Servi - Full-Day HS/Partnership,2020-2021
1789's Family,2,5,5,3,5,4,4,5,3,4,5,4,2,4,3,4,4,5,4,5,78,ACAP Early Education Services - Dyer Brook Early Education Servi - Full-Day HS/Partnership,2020-2021
1763's Family,1,5,5,5,5,3,4,5,3,5,5,4,5,4,4,5,4,4,3,3,81,ACAP Early Education Services - Dyer Brook Early Education Servi - Full-Day HS/Partnership,2020-2021
1763's Family,2,5,5,5,5,4,4,5,3,4,5,3,3,4,3,5,5,5,4,3,80,ACAP Early Education Services - Dyer Brook Early Education Servi - Full-Day HS/Partnership,2020-2021
1829's Family,1,4,4,3,4,3,4,5,3,3,4,4,4,2,3,4,4,3,4,2,67,ACAP Early Education Services - Early Head Start Home Base - Central HB,2020-2021
1829's Family,2,4,4,4,4,3,4,5,3,3,4,4,4,2,3,4,4,3,4,2,68,ACAP Early Education Services - Early Head Start Home Base - Central HB,2020-2021
2244's Family,1,4,4,4,3,2,4,5,3,5,5,4,4,2,3,4,4,4,4,2,70,ACAP Early Education Services - Early Head Start Home Base - Central HB,2020-2021
2244's Family,2,4,4,4,3,3,4,5,3,5,5,4,4,2,3,4,4,4,4,2,71,ACAP Early Education Services - Early Head Start Home Base - Central HB,2020-2021
2142's Family,1,4,4,4,4,4,4,5,3,4,5,4,4,4,3,4,4,4,4,3,75,ACAP Early Education Services - Early Head Start Home Base - Central HB,2020-2021
2142's Family,2,4,4,4,4,4,4,5,3,4,5,4,4,4,3,4,4,4,4,3,75,ACAP Early Education Services - Early Head Start Home Base - Central HB,2020-2021
2351's Family,1,2,3,3,2,2,3,2,3,2,2,3,2,1,2,1,2,1,1,2,39,ACAP Early Education Services - Early Head Start Home Base - Central HB,2020-2021
2351's Family,2,2,3,3,1,2,3,2,3,2,2,3,2,1,2,1,2,1,1,2,38,ACAP Early Education Services - Early Head Start Home Base - Central HB,2020-2021
1528's Family,1,2,3,2,2,1,3,3,3,2,3,3,3,2,2,3,3,2,2,2,46,ACAP Early Education Services - Early Head Start Home Base - Central HB,2020-2021
1528's Family,2,3,4,3,3,1,2,4,3,4,4,3,3,3,3,4,4,4,3,3,61,ACAP Early Education Services - Early Head Start Home Base - Central HB,2020-2021
2211's Family,1,3,5,3,5,4,3,4,3,4,4,4,3,4,3,4,4,4,4,2,70,ACAP Early Education Services - Early Head Start Home Base - Central HB,2020-2021
2211's Family,2,5,4,3,4,4,4,4,3,5,4,4,4,4,4,4,4,3,3,3,73,ACAP Early Education Services - Early Head Start Home Base - Central HB,2020-2021
1023's Family,1,4,4,3,3,4,3,4,3,3,4,4,4,3,4,4,3,5,4,3,69,ACAP Early Education Services - Early Head Start Home Base - Central HB,2020-2021
1023's Family,2,4,4,3,4,4,3,4,3,4,3,3,3,3,4,3,4,4,4,3,67,ACAP Early Education Services - Early Head Start Home Base - Central HB,2020-2021
2227's Family,1,4,4,3,4,4,4,5,4,5,5,4,5,4,5,4,4,4,4,3,79,ACAP Early Education Services - Early Head Start Home Base - Northern HB,2020-2021
2227's Family,2,4,4,3,4,4,4,5,4,5,5,4,5,4,5,4,4,4,4,3,79,ACAP Early Education Services - Early Head Start Home Base - Northern HB,2020-2021
2055's Family,1,4,3,3,5,3,4,3,3,4,4,3,4,3,3,3,4,4,3,3,66,ACAP Early Education Services - Early Head Start Home Base - Northern HB,2020-2021
2055's Family,2,4,3,3,5,3,4,3,3,4,4,3,4,3,3,4,4,4,3,3,67,ACAP Early Education Services - Early Head Start Home Base - Northern HB,2020-2021
2359's Family,1,4,4,3,3,3,3,4,3,4,3,2,3,3,3,3,3,4,4,3,62,ACAP Early Education Services - Early Head Start Home Base - Northern HB,2020-2021
2359's Family,2,3,4,3,5,2,2,4,2,3,3,3,4,3,4,4,4,3,3,3,62,ACAP Early Education Services - Early Head Start Home Base - Northern HB,2020-2021
2347's Family,1,5,5,4,5,5,5,5,5,3,5,4,4,5,4,5,4,4,4,5,86,ACAP Early Education Services - Early Head Start Home Base - Northern HB,2020-2021
2347's Family,2,5,5,4,5,5,5,5,5,4,5,4,4,5,4,5,4,4,4,5,87,ACAP Early Education Services - Early Head Start Home Base - Northern HB,2020-2021
2281's Family,1,3,4,3,4,2,3,3,3,4,3,4,4,3,4,4,3,4,4,3,65,ACAP Early Education Services - Early Head Start Home Base - Northern HB,2020-2021
2281's Family,2,3,4,3,3,4,3,4,3,4,3,4,3,4,4,3,4,4,4,3,67,ACAP Early Education Services - Early Head Start Home Base - Northern HB,2020-2021
2348's Family,1,4,5,3,5,3,4,4,3,4,4,5,4,4,3,4,4,3,3,3,72,ACAP Early Education Services - Early Head Start Home Base - Northern HB,2020-2021
2348's Family,2,4,5,3,5,3,4,4,3,3,4,5,4,4,3,4,3,3,3,2,69,ACAP Early Education Services - Early Head Start Home Base - Northern HB,2020-2021
1934's Family,1,3,4,3,3,4,3,4,4,4,4,4,4,3,3,4,4,3,3,2,66,ACAP Early Education Services - Early Head Start Home Base - Northern HB,2020-2021
1934's Family,2,4,4,3,5,4,3,5,3,4,5,4,4,4,5,4,5,4,4,5,79,ACAP Early Education Services - Early Head Start Home Base - Northern HB,2020-2021
2246's Family,1,3,4,3,4,3,3,4,3,4,4,4,4,3,3,4,3,4,4,3,67,ACAP Early Education Services - Early Head Start Home Base - Northern HB,2020-2021
2246's Family,2,3,4,3,3,3,3,4,3,5,4,5,4,3,3,4,3,5,4,3,69,ACAP Early Education Services - Early Head Start Home Base - Northern HB,2020-2021
2330's Family,1,5,4,3,5,3,5,5,3,3,5,3,4,4,4,4,3,3,3,3,72,ACAP Early Education Services - Fort Kent Early Education Servic - Part Day Head Start 4 yr,2020-2021
2330's Family,2,5,4,3,5,3,5,5,3,3,5,5,4,4,4,4,3,3,3,3,74,ACAP Early Education Services - Fort Kent Early Education Servic - Part Day Head Start 4 yr,2020-2021
2055's Family,1,4,3,3,5,3,4,3,3,4,4,3,4,3,3,3,4,4,3,3,66,ACAP Early Education Services - Fort Kent Early Education Servic - Part Day Head Start 4 yr,2020-2021
2055's Family,2,4,3,3,5,3,4,3,3,4,4,3,4,3,3,4,4,4,3,3,67,ACAP Early Education Services - Fort Kent Early Education Servic - Part Day Head Start 4 yr,2020-2021
2334's Family,1,4,4,3,5,3,5,4,3,5,4,5,4,3,3,4,4,4,4,3,74,ACAP Early Education Services - Fort Kent Early Education Servic - Part Day Head Start 4 yr,2020-2021
2334's Family,2,5,4,3,5,4,4,5,3,4,5,5,5,3,4,5,4,4,4,3,79,ACAP Early Education Services - Fort Kent Early Education Servic - Part Day Head Start 4 yr,2020-2021
2348's Family,1,4,5,3,5,3,4,4,3,4,4,5,4,4,3,4,4,3,3,3,72,ACAP Early Education Services - Fort Kent Early Education Servic - Part Day Head Start 4 yr,2020-2021
2348's Family,2,4,5,3,5,3,4,4,3,3,4,5,4,4,3,4,3,3,3,2,69,ACAP Early Education Services - Fort Kent Early Education Servic - Part Day Head Start 4 yr,2020-2021
1829's Family,1,4,4,3,4,3,4,5,3,3,4,4,4,2,3,4,4,3,4,2,67,ACAP Early Education Services - Gouldville Early Education Servi - AM Collaboration,2020-2021
1829's Family,2,4,4,4,4,3,4,5,3,3,4,4,4,2,3,4,4,3,4,2,68,ACAP Early Education Services - Gouldville Early Education Servi - AM Collaboration,2020-2021
1969's Family,1,5,4,3,4,4,3,4,3,4,4,5,4,4,3,4,4,3,2,2,69,ACAP Early Education Services - Gouldville Early Education Servi - AM Collaboration,2020-2021
1969's Family,2,5,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,73,ACAP Early Education Services - Gouldville Early Education Servi - AM Collaboration,2020-2021
2043's Family,1,3,3,3,3,2,3,4,2,3,3,3,3,3,3,3,3,3,2,2,54,ACAP Early Education Services - Gouldville Early Education Servi - AM Collaboration,2020-2021
2043's Family,2,3,3,3,3,2,3,4,3,3,3,3,3,3,3,4,3,3,2,2,56,ACAP Early Education Services - Gouldville Early Education Servi - AM Collaboration,2020-2021
1984's Family,1,3,4,3,4,3,3,4,3,3,4,3,4,4,3,4,3,4,4,2,65,ACAP Early Education Services - Gouldville Early Education Servi - AM Collaboration,2020-2021
1984's Family,2,3,4,3,4,2,2,5,3,4,4,4,4,2,3,4,3,4,3,2,63,ACAP Early Education Services - Gouldville Early Education Servi - AM Collaboration,2020-2021
2142's Family,1,4,4,4,4,4,4,5,3,4,5,4,4,4,3,4,4,4,4,3,75,ACAP Early Education Services - Gouldville Early Education Servi - AM Collaboration,2020-2021
2142's Family,2,4,4,4,4,4,4,5,3,4,5,4,4,4,3,4,4,4,4,3,75,ACAP Early Education Services - Gouldville Early Education Servi - AM Collaboration,2020-2021
1514's Family,1,4,4,3,4,2,3,4,3,4,4,4,4,3,2,4,4,4,4,3,67,ACAP Early Education Services - Gouldville Early Education Servi - AM Collaboration,2020-2021
1514's Family,2,4,4,4,4,3,5,5,4,4,5,5,4,3,3,5,4,4,5,3,78,ACAP Early Education Services - Gouldville Early Education Servi - AM Collaboration,2020-2021
2222's Family,1,5,5,4,5,4,5,5,5,5,5,4,4,5,4,4,4,5,4,3,85,ACAP Early Education Services - Gouldville Early Education Servi - AM Collaboration,2020-2021
2222's Family,2,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,78,ACAP Early Education Services - Gouldville Early Education Servi - AM Collaboration,2020-2021
1328's Family,1,5,4,3,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,75,ACAP Early Education Services - Gouldville Early Education Servi - AM Collaboration,2020-2021
1328's Family,2,5,4,3,5,4,4,4,3,4,4,3,4,3,4,4,4,4,5,3,74,ACAP Early Education Services - Gouldville Early Education Servi - AM Collaboration,2020-2021
1990's Family,1,4,3,3,1,2,2,4,4,3,2,3,3,3,3,3,2,3,3,2,53,ACAP Early Education Services - Gouldville Early Education Servi - AM Collaboration,2020-2021
1990's Family,2,4,3,3,1,2,3,4,4,3,2,3,3,3,3,3,3,3,3,2,55,ACAP Early Education Services - Gouldville Early Education Servi - AM Collaboration,2020-2021
2211's Family,1,3,5,3,5,4,3,4,3,4,4,4,3,4,3,4,4,4,4,2,70,ACAP Early Education Services - Gouldville Early Education Servi - Collaboration HS Full-Day,2020-2021
2211's Family,2,5,4,3,4,4,4,4,3,5,4,4,4,4,4,4,4,3,3,3,73,ACAP Early Education Services - Gouldville Early Education Servi - Collaboration HS Full-Day,2020-2021
1446's Family,1,3,4,2,4,3,4,4,3,4,4,4,4,3,3,3,3,3,3,2,63,ACAP Early Education Services - Gouldville Early Education Servi - Collaboration HS Full-Day,2020-2021
1446's Family,2,3,4,3,5,4,4,3,3,3,4,4,4,3,4,4,4,3,3,3,68,ACAP Early Education Services - Gouldville Early Education Servi - Collaboration HS Full-Day,2020-2021
2144's Family,1,3,4,3,4,2,3,4,3,4,3,3,3,3,3,3,4,4,3,2,61,ACAP Early Education Services - Gouldville Early Education Servi - Collaboration HS Full-Day,2020-2021
2144's Family,2,3,4,3,4,4,3,4,3,3,3,4,4,4,4,4,4,3,3,3,67,ACAP Early Education Services - Gouldville Early Education Servi - Collaboration HS Full-Day,2020-2021
1075's Family,1,3,3,3,3,3,3,4,3,3,4,3,4,2,3,3,3,3,3,2,58,ACAP Early Education Services - Gouldville Early Education Servi - Collaboration HS Full-Day,2020-2021
1075's Family,2,3,3,3,3,3,3,4,3,3,4,3,4,2,3,3,3,3,3,2,58,ACAP Early Education Services - Gouldville Early Education Servi - Collaboration HS Full-Day,2020-2021
1847's Family,1,4,4,3,4,4,4,4,3,4,4,4,3,3,3,4,4,4,3,3,69,ACAP Early Education Services - Gouldville Early Education Servi - Collaboration HS Full-Day,2020-2021
1847's Family,2,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,70,ACAP Early Education Services - Gouldville Early Education Servi - Collaboration HS Full-Day,2020-2021
2345's Family,1,4,4,4,5,4,4,5,5,4,5,5,5,5,4,5,5,5,5,4,87,ACAP Early Education Services - Gouldville Early Education Servi - Collaboration HS Full-Day,2020-2021
2345's Family,2,4,4,4,5,4,4,5,5,4,5,5,5,5,4,5,5,5,5,4,87,ACAP Early Education Services - Gouldville Early Education Servi - Collaboration HS Full-Day,2020-2021
2343's Family,1,4,4,4,4,3,4,5,5,4,4,4,4,3,3,3,3,4,4,3,72,ACAP Early Education Services - Gouldville Early Education Servi - Collaboration HS Full-Day,2020-2021
2343's Family,2,4,4,4,4,3,4,5,5,4,4,4,4,3,4,4,4,4,4,3,75,ACAP Early Education Services - Gouldville Early Education Servi - Collaboration HS Full-Day,2020-2021
2328's Family,1,5,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,2,73,ACAP Early Education Services - Gouldville Early Education Servi - Collaboration HS Full-Day,2020-2021
2328's Family,2,5,4,5,5,4,4,4,4,4,5,3,4,4,4,4,4,4,3,3,77,ACAP Early Education Services - Gouldville Early Education Servi - Collaboration HS Full-Day,2020-2021
2141's Family,1,4,3,3,4,4,4,5,3,3,3,4,4,4,3,3,3,4,3,3,67,ACAP Early Education Services - Gouldville Early Education Servi - EHS 1,2020-2021
2141's Family,2,4,3,3,4,2,2,4,3,3,4,3,3,3,3,3,2,3,4,2,58,ACAP Early Education Services - Gouldville Early Education Servi - EHS 1,2020-2021
1422's Family,1,3,4,3,4,3,4,4,2,4,3,4,4,2,3,3,3,4,3,2,62,ACAP Early Education Services - Gouldville Early Education Servi - EHS 1,2020-2021
1422's Family,2,3,4,3,4,3,4,4,2,4,3,4,4,2,3,3,3,4,3,2,62,ACAP Early Education Services - Gouldville Early Education Servi - EHS 1,2020-2021
1070's Family,1,4,4,4,3,2,3,4,4,4,4,4,3,3,3,3,3,3,3,4,65,ACAP Early Education Services - Gouldville Early Education Servi - EHS 1,2020-2021
1070's Family,2,4,4,4,3,2,4,4,4,4,4,4,4,3,3,3,3,3,3,4,67,ACAP Early Education Services - Gouldville Early Education Servi - EHS 1,2020-2021
2150's Family,1,4,3,3,1,1,2,3,2,2,3,3,2,1,2,2,3,2,2,1,42,ACAP Early Education Services - Gouldville Early Education Servi - EHS 1,2020-2021
2150's Family,2,3,3,3,2,2,2,3,3,3,3,3,3,2,2,2,3,3,2,1,48,ACAP Early Education Services - Gouldville Early Education Servi - EHS 1,2020-2021
1882's Family,1,5,4,3,4,4,3,4,2,4,4,5,4,4,3,4,4,4,3,2,70,ACAP Early Education Services - Gouldville Early Education Servi - EHS 1,2020-2021
1882's Family,2,5,4,3,4,4,4,4,3,4,4,4,4,3,3,4,4,4,3,3,71,ACAP Early Education Services - Gouldville Early Education Servi - EHS 1,2020-2021
1906's Family,1,4,3,3,4,4,3,5,3,3,3,5,4,3,3,3,3,4,3,2,65,ACAP Early Education Services - Gouldville Early Education Servi - EHS 1,2020-2021
1906's Family,2,3,4,3,5,4,4,4,4,3,4,4,4,4,3,4,4,3,4,3,71,ACAP Early Education Services - Gouldville Early Education Servi - EHS 1,2020-2021
2343's Family,1,4,4,4,4,3,4,5,5,4,4,4,4,3,3,3,3,4,4,3,72,ACAP Early Education Services - Gouldville Early Education Servi - EHS 1,2020-2021
2343's Family,2,4,4,4,4,3,4,5,5,4,4,4,4,3,4,4,4,4,4,3,75,ACAP Early Education Services - Gouldville Early Education Servi - EHS 1,2020-2021
2251's Family,1,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,55,ACAP Early Education Services - Gouldville Early Education Servi - EHS 1,2020-2021
