Family,Assessment,Housing,Health and Wellness,Food/Nutrition,Transportation,Employment,Financial Literacy,Family Safety,Heating,Family Relationships,Child Development/Parenting Skills,Family Literacy,School Readiness,Education/Training,Family Engagement,Child's Educational Transitions,Life Transitions,Family Relationships,Community Involvement,Leadership and Advocacy,TOTAL,Classroom,Year
2251's Family,2,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,55,ACAP Early Education Services - Gouldville Early Education Servi - EHS 1,2020-2021
2316's Family,1,2,4,3,2,3,3,4,3,3,3,4,4,1,3,3,3,4,2,2,56,ACAP Early Education Services - Gouldville Early Education Servi - EHS 1,2020-2021
2316's Family,2,2,4,3,4,3,3,4,4,4,4,3,4,1,3,4,4,4,3,3,64,ACAP Early Education Services - Gouldville Early Education Servi - EHS 1,2020-2021
2144's Family,1,3,4,3,4,2,3,4,3,4,3,3,3,3,3,3,4,4,3,2,61,ACAP Early Education Services - Gouldville Early Education Servi - EHS 1,2020-2021
2144's Family,2,3,4,3,4,4,3,4,3,3,3,4,4,4,4,4,4,3,3,3,67,ACAP Early Education Services - Gouldville Early Education Servi - EHS 1,2020-2021
1990's Family,1,4,3,3,1,2,2,4,4,3,2,3,3,3,3,3,2,3,3,2,53,ACAP Early Education Services - Gouldville Early Education Servi - EHS 1,2020-2021
1990's Family,2,4,3,3,1,2,3,4,4,3,2,3,3,3,3,3,3,3,3,2,55,ACAP Early Education Services - Gouldville Early Education Servi - EHS 1,2020-2021
2144's Family,1,3,4,3,4,2,3,4,3,4,3,3,3,3,3,3,4,4,3,2,61,ACAP Early Education Services - Gouldville Early Education Servi - EHS 2,2020-2021
2144's Family,2,3,4,3,4,4,3,4,3,3,3,4,4,4,4,4,4,3,3,3,67,ACAP Early Education Services - Gouldville Early Education Servi - EHS 2,2020-2021
2222's Family,1,5,5,4,5,4,5,5,5,5,5,4,4,5,4,4,4,5,4,3,85,ACAP Early Education Services - Gouldville Early Education Servi - EHS 2,2020-2021
2222's Family,2,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,78,ACAP Early Education Services - Gouldville Early Education Servi - EHS 2,2020-2021
2259's Family,1,5,4,3,4,4,3,4,4,4,4,4,4,4,3,3,3,4,3,2,69,ACAP Early Education Services - Gouldville Early Education Servi - EHS 2,2020-2021
2259's Family,2,3,3,3,3,1,3,5,3,4,4,4,3,3,3,3,4,4,2,3,61,ACAP Early Education Services - Gouldville Early Education Servi - EHS 2,2020-2021
2311's Family,1,4,4,4,4,3,3,5,3,4,4,3,3,3,3,3,3,4,2,2,64,ACAP Early Education Services - Gouldville Early Education Servi - EHS 2,2020-2021
2311's Family,2,4,4,4,4,3,3,5,4,4,4,3,3,3,3,3,3,4,2,2,65,ACAP Early Education Services - Gouldville Early Education Servi - EHS 2,2020-2021
1328's Family,1,5,4,3,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,75,ACAP Early Education Services - Gouldville Early Education Servi - EHS 2,2020-2021
1328's Family,2,5,4,3,5,4,4,4,3,4,4,3,4,3,4,4,4,4,5,3,74,ACAP Early Education Services - Gouldville Early Education Servi - EHS 2,2020-2021
1990's Family,1,4,3,3,1,2,2,4,4,3,2,3,3,3,3,3,2,3,3,2,53,ACAP Early Education Services - Gouldville Early Education Servi - EHS 2,2020-2021
1990's Family,2,4,3,3,1,2,3,4,4,3,2,3,3,3,3,3,3,3,3,2,55,ACAP Early Education Services - Gouldville Early Education Servi - EHS 2,2020-2021
2355's Family,1,3,3,3,4,1,2,4,2,3,3,4,3,2,3,3,3,3,2,1,52,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 1 Child Care,2020-2021
2355's Family,2,4,3,4,5,4,5,5,4,4,4,5,3,4,1,3,4,4,5,4,75,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 1 Child Care,2020-2021
1598's Family,1,3,4,3,5,1,3,4,3,4,4,4,4,4,4,4,4,4,3,4,69,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 1 Child Care,2020-2021
1598's Family,2,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,3,3,70,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 1 Child Care,2020-2021
1746's Family,1,5,4,3,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,2,76,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 1 Child Care,2020-2021
1746's Family,2,5,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,3,77,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 1 Child Care,2020-2021
2210's Family,1,5,4,3,4,4,4,4,4,5,4,5,4,4,4,4,4,4,3,3,76,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 1 Child Care,2020-2021
2210's Family,2,5,4,3,4,4,4,4,3,5,4,4,4,4,4,4,4,5,4,3,76,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 1 Child Care,2020-2021
1879's Family,1,4,4,3,4,3,4,4,3,3,4,3,4,1,3,3,4,4,2,1,61,ACAP Early Education Services - Gouldville Early Education Servi - Special Ed/Foundation,2020-2021
1879's Family,2,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,71,ACAP Early Education Services - Gouldville Early Education Servi - Special Ed/Foundation,2020-2021
2141's Family,1,4,3,3,4,4,4,5,3,3,3,4,4,4,3,3,3,4,3,3,67,ACAP Early Education Services - Gouldville Early Education Servi - Special Ed/Foundation,2020-2021
2141's Family,2,4,3,3,4,2,2,4,3,3,4,3,3,3,3,3,2,3,4,2,58,ACAP Early Education Services - Gouldville Early Education Servi - Special Ed/Foundation,2020-2021
1990's Family,1,4,3,3,1,2,2,4,4,3,2,3,3,3,3,3,2,3,3,2,53,ACAP Early Education Services - Gouldville Early Education Servi - Special Ed/Foundation,2020-2021
1990's Family,2,4,3,3,1,2,3,4,4,3,2,3,3,3,3,3,3,3,3,2,55,ACAP Early Education Services - Gouldville Early Education Servi - Special Ed/Foundation,2020-2021
2350's Family,1,5,5,3,5,2,4,5,2,5,5,4,4,3,1,4,4,5,4,3,73,ACAP Early Education Services - Houlton Early Education Services - AM Collaboration,2020-2021
2350's Family,2,5,5,3,5,3,4,5,5,4,5,5,5,2,1,5,5,5,4,3,79,ACAP Early Education Services - Houlton Early Education Services - AM Collaboration,2020-2021
2183's Family,1,4,4,3,3,2,3,3,3,5,3,5,5,3,3,4,4,5,4,4,70,ACAP Early Education Services - Houlton Early Education Services - AM Collaboration,2020-2021
2183's Family,2,3,4,3,5,1,4,5,3,4,3,4,5,2,4,5,5,5,4,5,74,ACAP Early Education Services - Houlton Early Education Services - AM Collaboration,2020-2021
2364's Family,1,5,2,5,5,5,5,5,5,4,5,5,4,5,3,5,4,4,3,3,82,ACAP Early Education Services - Houlton Early Education Services - AM Collaboration,2020-2021
2364's Family,2,5,4,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,3,89,ACAP Early Education Services - Houlton Early Education Services - AM Collaboration,2020-2021
2318's Family,1,5,5,3,5,3,4,5,3,4,5,4,4,4,4,4,4,5,5,4,80,ACAP Early Education Services - Houlton Early Education Services - AM Collaboration,2020-2021
2318's Family,2,5,5,3,5,4,5,5,3,5,5,4,3,5,4,5,5,5,3,4,83,ACAP Early Education Services - Houlton Early Education Services - AM Collaboration,2020-2021
2183's Family,1,4,4,3,3,2,3,3,3,5,3,5,5,3,3,4,4,5,4,4,70,ACAP Early Education Services - Houlton Early Education Services - EHS,2020-2021
2183's Family,2,3,4,3,5,1,4,5,3,4,3,4,5,2,4,5,5,5,4,5,74,ACAP Early Education Services - Houlton Early Education Services - EHS,2020-2021
2242's Family,1,5,5,5,5,3,5,5,3,5,5,4,5,5,4,5,5,5,5,4,88,ACAP Early Education Services - Houlton Early Education Services - EHS,2020-2021
2242's Family,2,5,5,5,5,3,4,5,3,5,5,5,5,4,5,5,5,5,5,5,89,ACAP Early Education Services - Houlton Early Education Services - EHS,2020-2021
2318's Family,1,5,5,3,5,3,4,5,3,4,5,4,4,4,4,4,4,5,5,4,80,ACAP Early Education Services - Houlton Early Education Services - EHS,2020-2021
2318's Family,2,5,5,3,5,4,5,5,3,5,5,4,3,5,4,5,5,5,3,4,83,ACAP Early Education Services - Houlton Early Education Services - EHS,2020-2021
2364's Family,1,5,2,5,5,5,5,5,5,4,5,5,4,5,3,5,4,4,3,3,82,ACAP Early Education Services - Houlton Early Education Services - Foundational Classroom,2020-2021
2364's Family,2,5,4,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,3,89,ACAP Early Education Services - Houlton Early Education Services - Foundational Classroom,2020-2021
2201's Family,1,5,4,3,4,1,4,4,3,4,4,5,3,2,3,3,4,5,4,5,70,ACAP Early Education Services - Houlton Early Education Services - Part-Day HS,2020-2021
2201's Family,2,5,5,5,5,1,4,5,3,4,4,3,4,3,3,5,4,4,3,5,75,ACAP Early Education Services - Houlton Early Education Services - Part-Day HS,2020-2021
1538's Family,1,5,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,5,74,ACAP Early Education Services - Houlton Early Education Services - PS Child Care,2020-2021
1538's Family,2,4,4,3,4,4,5,4,3,4,4,4,4,4,4,4,4,4,5,5,77,ACAP Early Education Services - Houlton Early Education Services - PS Child Care,2020-2021
2109's Family,1,3,4,3,4,4,3,4,3,3,3,4,3,3,2,4,3,3,3,2,61,ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),2020-2021
2109's Family,2,4,4,4,5,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,74,ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),2020-2021
1906's Family,1,4,3,3,4,4,3,5,3,3,3,5,4,3,3,3,3,4,3,2,65,ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),2020-2021
1906's Family,2,3,4,3,5,4,4,4,4,3,4,4,4,4,3,4,4,3,4,3,71,ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),2020-2021
1528's Family,1,2,3,2,2,1,3,3,3,2,3,3,3,2,2,3,3,2,2,2,46,ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),2020-2021
1528's Family,2,3,4,3,3,1,2,4,3,4,4,3,3,3,3,4,4,4,3,3,61,ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),2020-2021
1720's Family,1,4,3,3,4,2,3,2,3,3,3,3,4,2,3,3,3,3,3,2,56,ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),2020-2021
1720's Family,2,3,4,4,4,4,3,3,3,3,3,4,4,3,4,4,4,3,3,4,67,ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),2020-2021
2014's Family,1,5,5,3,5,3,3,5,5,5,5,4,4,4,5,5,4,5,5,5,85,ACAP Early Education Services - Region II Early Education Servic - Full-Day HS (Duration),2020-2021
2014's Family,2,5,5,4,5,2,4,5,5,4,5,5,5,2,4,5,5,5,4,4,83,ACAP Early Education Services - Region II Early Education Servic - Full-Day HS (Duration),2020-2021
2242's Family,1,5,5,5,5,3,5,5,3,5,5,4,5,5,4,5,5,5,5,4,88,ACAP Early Education Services - Region II Early Education Servic - Full-Day HS (Duration),2020-2021
2242's Family,2,5,5,5,5,3,4,5,3,5,5,5,5,4,5,5,5,5,5,5,89,ACAP Early Education Services - Region II Early Education Servic - Full-Day HS (Duration),2020-2021
